id,ad_owner_id,buyer_user_id,ad_id,sold_price,created_at
107,433,289,60803,549,2019-05-04 10:44:41.796041
108,2211,406,83789,495,2020-02-03 10:10:27.614545
109,2992,2598,64204,431,2019-01-19 12:43:23.753835
110,456,973,57781,618,2019-11-26 10:21:11.445163
111,2787,1669,71569,445,2020-04-16 22:44:11.312990
112,2662,1348,94830,515,2017-01-03 10:30:54.555481
113,2593,51,62418,575,2017-05-16 19:09:46.823053
114,454,2535,63744,485,2016-08-16 11:22:47.340510
115,680,2716,92444,565,2017-07-11 19:54:04.432593
116,117,672,56112,573,2017-05-17 11:43:43.882512
117,2398,1685,51321,495,2018-05-14 15:10:09.087226
118,1825,701,90654,501,2016-05-16 16:30:49.070462
119,2932,292,53452,664,2018-04-29 16:27:26.433546
120,707,2092,83102,569,2017-01-26 17:33:36.429287
121,573,859,80349,696,2019-02-07 12:22:35.464323
122,2714,2798,66016,650,2020-06-13 13:02:37.146522
123,2631,1842,73709,515,2019-11-22 15:21:40.437951
124,2173,1477,70055,535,2020-02-29 11:23:15.962142
125,1060,1376,91719,656,2017-07-07 09:18:44.262966
126,2365,1519,58354,579,2020-07-17 15:19:34.901211
127,669,479,64592,685,2018-01-09 00:04:42.956229
128,1427,1379,91783,537,2017-06-30 13:45:05.394860
129,2334,376,60185,648,2017-08-17 00:25:03.692696
130,1147,1943,56654,691,2019-12-31 19:43:05.183882
131,2593,845,71917,586,2019-05-20 11:12:45.129942
132,158,1431,97403,595,2017-08-15 20:39:16.615012
133,2704,2622,74789,612,2017-07-20 18:54:31.323038
134,2062,787,86486,611,2016-07-25 12:00:09.339261
135,378,1491,73472,577,2017-06-28 15:48:52.782329
136,2479,1151,84743,547,2017-07-22 12:18:15.848100
137,1088,1327,82432,554,2020-05-09 20:10:54.583893
138,2375,642,61953,567,2020-07-17 12:43:21.206625
139,282,314,86155,567,2017-03-01 13:12:23.272098
140,2269,596,51897,439,2020-02-17 11:07:54.873035
141,2377,1763,71039,525,2019-06-10 13:06:39.954546
142,1517,2200,64497,588,2018-02-08 22:57:03.071290
143,1951,435,63903,554,2020-04-26 13:44:11.696326
144,2882,2093,64915,554,2018-09-22 08:58:43.185053
145,2644,541,83375,528,2019-04-17 18:29:26.453841
146,1877,893,66507,550,2016-05-14 19:23:27.824923
147,1425,82,66385,658,2016-05-19 07:48:48.210272
148,841,2517,53782,605,2018-07-04 19:54:12.984242
149,2982,619,92081,590,2017-07-08 21:05:35.996304
150,1475,841,76086,572,2019-05-21 13:57:02.421990
151,558,2574,81946,604,2019-02-17 19:01:22.286352
152,2975,2755,78822,570,2016-06-23 15:55:46.759358
153,2614,2157,81421,559,2020-11-13 07:09:29.025156
154,935,2932,71549,536,2017-04-11 14:12:16.584153
155,2094,2735,96263,527,2017-10-16 09:31:59.255854
156,2766,1068,84293,546,2018-01-16 17:17:18.942996
157,767,2656,80558,542,2017-05-11 07:32:14.486334
158,2676,2672,80548,656,2017-01-24 19:21:35.923932
159,2290,1169,90292,599,2020-08-01 18:52:07.110591
160,145,2407,65412,652,2016-08-05 15:22:00.948954
161,1414,2958,60071,604,2017-03-30 10:40:05.176915
162,1558,625,65869,507,2017-06-04 14:11:45.166884
163,2128,2121,66105,549,2019-08-04 12:42:07.161212
164,321,2692,70019,559,2020-02-09 13:35:45.272836
165,1250,199,81650,611,2019-04-15 15:51:36.145675
166,1753,1649,88353,605,2020-04-26 10:26:34.190959
167,2902,2335,69181,676,2019-10-03 10:39:53.194826
168,1668,2959,64446,624,2016-01-13 11:04:37.781851
169,1203,2135,85155,610,2018-09-15 18:02:03.081975
170,2965,1167,78248,527,2018-05-07 11:09:30.025211
171,2026,2014,85080,699,2016-06-16 20:34:24.709695
172,2991,2475,96814,606,2019-07-26 14:06:25.892153
173,960,703,72047,514,2019-11-12 13:45:53.909215
174,691,511,63747,539,2020-07-01 10:25:05.205658
175,664,1534,60326,644,2020-11-19 13:41:29.646501
176,2052,2005,61564,618,2018-11-19 19:11:04.919209
177,945,2244,73056,524,2017-04-14 22:39:04.720679
178,63,2739,75297,560,2019-04-26 11:34:05.860915
179,1073,1507,86707,497,2016-01-29 13:19:53.793307
180,2593,664,77385,655,2018-04-14 00:24:29.047068
181,2576,1798,54366,538,2020-04-11 14:11:28.959793
182,1565,146,59127,540,2020-04-19 18:28:25.664392
183,25,384,85914,571,2017-05-09 19:30:49.927362
184,231,1971,74743,476,2020-12-22 17:33:37.574107
185,1148,1332,80003,607,2016-08-20 05:07:05.509834
186,78,724,86801,607,2016-04-22 12:15:15.667377
187,727,1226,69935,596,2016-05-04 11:17:02.203984
188,580,715,65533,618,2019-07-30 14:01:42.559986
189,2991,2477,87768,643,2018-07-16 04:50:11.382315
190,822,2321,71846,589,2016-08-04 13:16:25.841021
191,1001,2352,62111,618,2019-04-27 12:02:55.113627
192,856,2399,56892,626,2019-05-26 16:31:09.488087
193,765,1394,53551,497,2019-04-10 10:51:40.850928
194,2291,2767,86784,648,2018-04-11 22:10:09.305053
195,2551,2064,92515,578,2016-08-07 13:34:08.676038
196,2946,2829,76786,717,2016-12-13 17:41:38.314921
197,2557,2744,63740,559,2021-01-05 11:22:53.057447
198,2222,1727,65967,544,2017-11-29 21:29:52.501017
199,568,755,88283,531,2019-01-19 15:00:52.067341
200,1596,2752,98380,566,2017-11-20 08:52:49.148255
201,1919,2715,78507,553,2016-06-13 21:52:45.862472
202,1142,1623,80094,694,2019-01-05 11:50:24.555693
203,2848,819,89954,518,2019-12-29 18:11:30.009779
204,352,1234,92418,666,2017-12-21 12:03:24.436660
205,1393,94,65855,459,2017-07-15 09:26:16.383973
206,444,2871,65886,575,2017-07-25 13:21:50.735400
207,1819,319,55868,580,2018-12-25 12:42:09.137869
208,1358,728,64201,601,2018-04-27 11:14:29.129932
209,29,1206,96303,627,2016-03-23 16:37:28.741912
210,2125,846,93453,572,2020-10-10 13:42:45.220839
211,309,794,92092,601,2016-12-26 14:50:49.981661
212,1112,2454,95322,586,2019-01-11 14:12:23.928108
213,2171,2066,70163,591,2017-06-22 12:03:48.688277
214,2964,1987,66070,609,2019-05-20 16:45:33.210303
215,2106,2928,63245,723,2020-05-09 14:05:35.838211
216,2461,2595,98282,554,2019-10-29 15:08:22.650222
217,2804,743,68267,712,2017-05-28 09:40:06.070656
218,2584,1625,69352,623,2017-12-02 17:20:04.742580
219,1971,216,96948,549,2018-04-14 11:10:38.448859
220,1151,2056,50027,558,2017-11-18 13:31:04.577211
221,467,2423,52635,574,2018-06-30 14:36:18.338488
222,505,2571,52591,695,2018-04-19 16:08:30.365047
223,855,487,86255,584,2020-01-20 13:11:16.703649
224,1657,1268,91866,662,2018-11-28 16:07:07.733247
225,2608,2977,52022,629,2016-07-27 12:18:14.076573
226,7,2598,70816,575,2016-08-09 17:06:57.653388
227,2659,520,85852,613,2018-02-13 14:42:48.952196
228,698,2844,54979,623,2016-05-01 19:47:55.608095
229,1135,1882,92810,548,2019-05-18 16:16:09.370566
230,955,1333,75996,611,2020-04-22 09:34:56.511215
231,606,595,82923,633,2020-03-09 13:41:07.689309
232,576,2483,61566,628,2016-12-01 10:39:26.435099
233,2880,2205,92165,698,2020-09-28 15:54:48.307287
234,517,2525,95554,562,2016-04-10 11:26:17.938130
235,1298,2214,50888,645,2018-07-07 18:28:17.590586
236,2793,1375,94157,581,2016-06-27 16:16:48.723356
237,561,2246,53170,547,2019-11-30 14:49:29.854886
238,59,1428,77082,657,2018-05-19 18:14:44.822487
239,196,2795,50151,564,2018-06-22 17:23:16.783715
240,589,308,75965,582,2019-10-25 18:24:40.678740
241,132,467,84843,515,2019-03-29 16:31:50.740975
242,2985,1650,90405,556,2017-04-23 14:21:36.025884
243,1085,2518,94761,674,2019-09-17 20:03:22.611328
244,1545,2393,77949,599,2020-02-21 10:10:26.287619
245,1174,2716,64637,557,2017-04-13 19:52:58.388810
246,2858,1939,50362,582,2018-06-12 15:41:27.998660
247,1952,2016,54508,444,2020-02-15 13:34:34.811589
248,1019,888,83390,653,2019-11-20 18:16:00.327740
249,57,148,78499,564,2017-04-24 14:39:56.638184
250,376,1377,65234,575,2017-05-30 16:32:41.206038
251,2197,2855,90419,656,2020-11-12 20:46:51.701861
252,1858,2717,99224,620,2020-05-30 14:42:05.524828
253,2502,1981,69495,616,2019-06-20 13:51:13.665772
254,711,254,67475,582,2020-11-24 20:26:26.145653
255,2729,690,99425,537,2019-07-02 11:49:05.347845
256,2864,697,68651,567,2019-04-28 07:59:15.770486
257,711,1540,69368,684,2020-12-14 14:24:43.086755
258,2595,892,52155,619,2019-06-02 19:32:19.675709
259,2669,2232,87757,629,2016-12-08 13:49:08.234200
260,649,2562,90270,618,2016-12-23 21:16:07.604565
261,79,148,95270,652,2016-03-26 14:33:15.727061
262,375,1034,81904,599,2016-06-08 14:18:01.621134
263,305,2138,94027,733,2019-07-06 13:06:28.271421
264,2033,2033,82998,640,2020-12-14 10:43:49.320702
265,461,719,69723,640,2017-01-11 12:52:38.382653
266,456,652,95638,620,2016-05-06 12:48:25.337364
267,2379,995,79445,598,2019-06-25 19:19:18.454641
268,2021,1015,98872,468,2017-05-17 21:02:02.644985
269,1644,2751,86678,630,2020-03-02 14:08:37.529254
270,989,1884,84571,570,2016-08-04 13:20:00.424432
271,2449,2421,62319,546,2020-11-20 08:53:29.700131
272,1772,282,85582,486,2017-08-04 17:19:42.505500
273,437,139,56528,526,2017-09-05 20:43:42.822479
274,2154,1046,51564,656,2020-11-27 16:52:59.800625
275,2134,2958,56531,714,2017-05-17 13:53:09.911261
276,1089,1159,56731,666,2016-08-03 15:13:07.316823
277,683,874,86787,651,2017-07-06 02:21:56.944341
278,981,2144,78994,658,2016-09-07 11:27:37.857808
279,2463,210,85588,593,2016-11-05 10:37:30.700245
280,2595,2052,88716,583,2018-07-23 19:43:10.975270
281,1573,676,72570,581,2018-06-25 10:03:32.364821
282,1232,1643,60707,584,2020-04-11 14:21:47.877969
283,120,510,51037,560,2019-02-05 20:30:35.785096
284,210,1689,72752,655,2017-08-21 11:43:39.213732
285,998,155,58022,624,2019-03-08 14:51:11.417108
286,1429,1619,80301,632,2016-07-23 16:11:59.892585
287,1367,997,97307,649,2016-04-21 12:24:53.367881
288,989,2025,95954,589,2017-02-06 16:53:29.656631
289,1103,2620,64249,577,2020-04-26 15:13:22.179105
290,2777,1963,55158,622,2018-05-01 09:04:41.149176
291,1901,721,59153,687,2016-01-18 22:58:04.651461
292,2171,1403,80405,615,2018-06-19 10:23:02.122468
293,799,858,64937,646,2020-04-30 20:04:14.167417
294,721,1700,51143,529,2019-04-27 08:31:12.251521
295,1711,1007,88743,689,2017-04-30 12:59:38.925986
296,928,2528,85992,535,2020-08-12 20:28:50.058967
297,2320,2697,96038,575,2016-08-03 22:30:23.420779
298,1180,1744,97180,592,2020-12-02 11:22:12.040283
299,1232,1993,63647,618,2019-06-29 12:31:42.674596
300,1504,741,64908,632,2016-11-17 15:12:27.777740
301,1687,133,71411,624,2018-01-29 19:58:27.978637
302,399,1089,73718,636,2017-06-01 18:35:35.265262
303,500,1286,73069,598,2017-07-23 22:46:41.086757
304,1789,324,78773,627,2019-05-27 18:20:57.062374
305,1152,2612,92791,633,2018-04-04 18:55:44.992968
306,2753,920,79217,621,2017-05-11 15:01:19.265584
307,132,1067,91840,532,2018-08-10 15:07:30.344789
308,2562,478,73564,669,2018-01-09 19:08:49.742328
309,2152,2868,73099,673,2020-04-13 10:32:11.824446
310,1278,1387,90952,669,2019-12-06 22:18:13.592638
311,2026,1174,78527,642,2019-01-16 18:23:14.202419
312,1480,152,81742,534,2019-07-21 06:07:02.652579
313,205,1032,81430,579,2020-06-01 20:23:45.982489
314,789,2199,71344,673,2019-12-27 20:59:56.162093
315,2156,1488,75366,601,2020-06-17 14:14:49.316350
316,712,1931,81813,604,2018-04-24 22:14:19.748793
317,726,741,91620,678,2019-09-06 12:53:44.414042
318,158,2537,70724,679,2020-04-23 14:45:49.850322
319,1957,2975,79106,586,2016-02-19 06:43:56.748729
320,1244,2675,77801,503,2016-07-11 18:28:10.155409
321,204,1010,71108,636,2017-04-12 16:59:02.834510
322,114,2687,78460,457,2016-09-28 20:51:13.080483
323,2829,1113,71121,557,2017-12-29 06:48:17.146227
324,139,261,80288,604,2018-05-29 15:11:58.440000
325,961,2566,69597,624,2019-04-14 15:15:31.387748
326,2860,2070,72654,695,2018-06-21 16:47:56.979464
327,2362,2135,82130,597,2020-05-15 20:13:03.425425
328,1105,1485,71629,624,2016-07-18 16:22:18.287080
329,1205,1836,80148,547,2017-08-09 21:47:22.112403
330,258,1739,71664,582,2019-05-09 12:06:34.045453
331,485,2188,70004,609,2018-10-04 10:37:14.388295
332,1541,2633,81887,492,2016-08-20 17:48:41.405003
333,393,63,75784,539,2019-06-30 09:40:21.377296
334,32,1637,83669,670,2019-07-30 17:35:16.982382
335,196,23,54838,677,2018-03-05 10:19:54.134846
336,1077,844,87459,682,2020-04-20 09:51:50.539375
337,1552,941,63001,602,2021-01-02 21:43:23.043675
338,1541,1172,54512,657,2018-07-18 13:36:30.265645
339,1962,2944,84138,614,2016-06-19 13:12:36.072730
340,317,2811,87508,676,2018-11-30 00:23:02.633158
341,820,1182,62084,616,2020-04-16 16:38:04.416894
342,2516,2555,96513,503,2017-06-06 12:17:18.592039
343,1417,1839,96455,711,2019-07-31 10:09:48.758670
344,1822,902,63372,618,2017-01-22 15:26:14.634700
345,691,103,83812,583,2018-07-03 15:23:16.614715
346,2591,727,64359,622,2018-03-03 17:24:44.439471
347,663,442,53186,556,2019-01-22 10:45:50.451422
348,2050,1436,99132,584,2016-02-04 07:20:59.469055
349,726,1856,53036,646,2017-06-15 11:37:34.511199
350,2229,1615,64060,744,2020-12-09 15:35:56.990824
351,865,1869,87649,668,2019-12-30 20:12:58.936427
352,940,422,87683,709,2019-09-06 22:38:21.814162
353,2661,2444,53837,551,2016-11-02 09:44:15.762173
354,1566,2149,63720,618,2019-06-30 09:00:15.477675
355,1330,1033,53650,611,2019-07-24 20:59:09.303775
356,2163,1643,63953,591,2016-07-03 12:40:11.021832
357,1794,2234,53573,587,2016-12-19 14:22:44.342890
358,2216,1285,87728,586,2016-06-01 14:15:44.996639
359,493,2039,61894,642,2018-06-01 23:40:29.116432
360,2067,1647,59710,680,2020-04-17 16:27:48.944387
361,2633,2207,97168,647,2018-12-16 21:07:59.152606
362,705,2804,59699,623,2019-11-23 07:39:13.761727
363,1629,1249,59815,631,2018-08-20 14:16:19.807571
364,1079,215,57290,731,2017-11-25 14:06:49.873215
365,2662,2300,60172,689,2019-06-07 08:23:10.776758
366,737,2992,60181,723,2019-08-28 12:07:19.759514
367,2870,1921,58600,646,2019-10-02 18:48:35.632816
368,2158,806,89433,713,2020-04-24 01:08:55.238987
369,2611,2454,97442,538,2016-11-28 18:10:03.648703
370,137,491,58997,491,2018-01-16 13:25:13.174381
371,2397,2191,58120,625,2019-12-09 19:08:40.869005
372,1196,359,57829,683,2017-04-18 06:54:16.228555
373,33,183,97269,608,2019-05-11 21:29:06.027984
374,1001,2686,84912,611,2018-08-19 14:18:57.598178
375,617,1427,61645,607,2018-11-15 18:02:57.797643
376,1296,1325,61805,578,2016-01-21 11:50:33.122909
377,78,891,84825,628,2017-04-23 16:53:55.282558
378,1331,205,55878,597,2017-02-21 15:34:17.507511
379,2939,1818,60867,542,2017-07-10 14:37:05.486092
380,2296,2623,56863,679,2017-06-01 19:15:40.119931
381,2508,164,85444,706,2017-07-19 09:25:16.107102
382,210,2218,56349,591,2016-02-03 17:11:32.966040
383,596,1033,51388,616,2017-06-18 17:52:45.209777
384,239,730,90326,614,2017-12-01 13:54:11.054743
385,2051,1206,83044,653,2017-07-10 20:21:05.927977
386,2053,1835,88373,695,2018-04-22 15:40:38.371792
387,1928,872,50898,536,2017-05-31 18:38:58.800223
388,2602,890,88636,634,2018-05-27 19:28:42.599213
389,529,710,82479,524,2016-07-28 11:03:44.774133
390,1023,695,94441,720,2018-06-17 09:31:04.216730
391,45,1470,68262,699,2017-04-26 17:19:04.963155
392,2601,439,67531,703,2019-12-22 06:56:34.662144
393,2749,1164,58650,617,2017-04-19 19:12:18.933539
394,1863,1262,65639,702,2018-04-26 13:16:05.384132
395,486,1390,83350,642,2017-04-18 06:07:03.152752
396,1719,1101,52356,635,2020-04-22 13:41:33.756915
397,1787,2032,50374,637,2019-07-31 13:15:39.329195
398,2994,2141,80261,569,2016-06-10 06:34:10.520939
399,1346,1207,97973,638,2016-01-13 13:12:58.140833
400,1999,1694,86621,565,2019-09-07 15:03:46.807781
401,2130,1834,57317,553,2017-05-17 12:23:38.197637
402,1086,2508,88820,632,2019-06-23 15:31:19.197773
403,1155,2241,53154,555,2017-01-04 07:24:04.751982
404,1454,805,99127,503,2020-12-23 13:43:29.408891
405,1040,2896,57997,612,2018-11-29 14:28:10.821357
406,1342,2360,58071,622,2018-01-07 13:55:56.475981
407,2017,2299,74578,709,2018-01-19 19:08:02.345791
408,1591,150,80323,577,2019-02-02 04:29:22.189701
409,2633,2286,52940,622,2019-06-18 10:54:41.712254
410,1870,601,97542,748,2017-07-16 07:11:32.371309
411,1023,2627,97544,604,2018-05-03 11:37:49.046067
412,1801,4,53035,533,2016-06-03 12:18:03.436875
413,441,2683,57400,552,2017-02-04 11:57:50.899587
414,1611,237,99931,650,2016-03-07 20:00:27.528196
415,1010,265,88528,669,2017-12-27 11:59:31.146088
416,1520,82,97792,680,2019-01-14 16:15:52.409096
417,1745,2055,50119,503,2020-05-14 13:37:37.721094
418,1501,2931,54085,673,2018-04-29 14:02:16.514875
419,2305,860,76102,662,2017-06-24 11:19:21.634627
420,553,941,99008,756,2017-04-16 12:56:40.289480
421,1414,707,54895,599,2019-11-13 11:30:33.365507
422,709,2640,91850,505,2020-12-31 13:45:16.208089
423,2491,1331,88095,630,2016-01-24 18:05:18.039868
424,191,2679,51809,601,2019-11-11 16:31:30.106175
425,1654,1715,54521,657,2017-07-01 14:50:37.988794
426,2974,430,92071,666,2019-07-14 14:39:10.104581
427,2724,396,51883,659,2020-04-16 15:27:41.652535
428,2778,534,55257,715,2016-04-14 08:18:46.237366
429,1176,1441,50978,687,2019-07-14 17:28:34.230992
430,960,1150,86998,593,2020-03-02 12:04:24.663075
431,1590,226,75389,613,2018-05-01 10:02:29.460018
432,148,2968,91890,691,2018-11-26 12:19:50.530931
433,2750,2703,79402,508,2019-07-06 22:48:35.254820
434,1929,188,80116,667,2017-09-01 17:00:24.578558
435,2275,2040,98459,612,2016-07-18 10:27:27.602212
436,2422,1064,92404,645,2020-05-30 06:00:41.731416
437,2636,2165,55537,595,2020-12-19 14:25:14.902770
438,1019,1030,88417,527,2019-06-07 14:22:01.578237
439,506,2289,58679,525,2019-07-09 10:55:35.930891
440,2787,2517,90805,574,2017-07-20 10:58:55.941388
441,57,1883,71740,490,2016-04-25 13:12:18.049534
442,280,529,96120,628,2020-10-09 07:34:52.610196
443,684,1018,84611,728,2018-06-08 09:16:14.276947
444,945,2301,81117,708,2020-11-19 18:27:17.271607
445,960,177,71901,589,2018-04-16 06:28:01.924305
446,1454,1186,62686,621,2016-07-21 12:04:07.918375
447,490,127,71778,550,2016-04-16 19:31:05.276213
448,556,422,83032,726,2020-08-24 15:43:41.498396
449,1968,588,69682,584,2018-07-12 15:41:07.314198
450,1482,1588,66622,634,2019-08-08 16:15:50.327255
451,194,1518,90143,770,2020-12-17 12:59:13.959366
452,425,1867,83309,763,2016-05-01 10:09:25.699321
453,1994,1256,70798,668,2019-12-22 14:40:14.987950
454,375,1541,65061,754,2016-05-03 14:03:46.255737
455,301,2930,64867,567,2017-04-27 13:35:04.821029
456,1657,1029,90090,653,2016-11-19 15:28:57.642905
457,1142,627,65732,669,2020-12-19 12:51:58.964367
458,467,2702,70662,636,2020-08-11 10:45:57.730030
459,2263,302,66420,584,2019-06-27 16:25:45.571494
460,2992,2956,63784,579,2017-05-31 20:09:43.176682
461,724,1985,66181,787,2018-07-08 18:29:08.444833
462,2471,2382,64269,621,2019-01-11 18:20:35.482343
463,2154,1045,70958,611,2018-09-28 14:51:57.002156
464,25,569,64485,646,2017-05-03 13:13:43.936229
465,1945,1141,68280,587,2020-11-11 16:19:30.449215
466,2298,522,68356,605,2020-12-27 16:49:56.572409
467,2634,1040,59808,735,2016-07-20 14:11:08.204080
468,2356,1830,97050,593,2020-12-25 16:28:45.213210
469,2473,1750,85553,698,2020-05-28 19:53:28.942129
470,771,1583,82538,534,2017-05-04 15:28:25.451571
471,470,60,59945,651,2016-03-16 08:42:14.247214
472,2906,595,68784,668,2018-05-29 10:37:19.836952
473,2691,1019,89438,633,2016-01-14 13:48:24.654576
474,2136,2309,82255,725,2019-04-27 19:37:54.622996
475,1964,1006,68991,652,2020-02-14 13:45:28.506251
476,667,588,74219,690,2017-10-16 19:59:48.196596
477,687,2208,90944,529,2020-08-08 19:15:02.615806
478,1888,132,73722,662,2021-01-01 13:53:09.513274
479,708,757,92889,763,2016-08-26 11:06:44.643411
480,145,2215,73812,610,2016-06-01 15:17:24.308824
481,1154,912,59233,702,2016-11-07 19:02:19.702172
482,2139,261,82578,785,2016-12-29 14:01:20.010566
483,1128,819,72546,620,2016-01-12 20:45:02.724447
484,641,1539,80913,591,2020-01-29 14:22:14.121132
485,2605,1582,85183,671,2016-01-18 10:37:04.914581
486,826,1984,82760,633,2017-11-18 13:59:45.127678
487,845,2788,72365,670,2016-06-20 11:45:04.135911
488,1826,476,61322,646,2018-02-05 12:22:49.399764
489,467,966,89640,679,2020-07-24 03:55:17.113153
490,350,965,90412,616,2018-05-06 15:44:48.208445
491,1565,102,96999,736,2016-06-09 13:30:58.556478
